YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"La Crosse, WI",55063,35189,9657,9.7,15125
1997,"La Crosse, WI",55063,38523,9943,10.0,15533
1998,"La Crosse, WI",55063,40485,9452,9.4,15563
1999,"La Crosse, WI",55063,39483,9376,9.1,15666
2000,"La Crosse, WI",55063,41124,8999,8.7,15630
2001,"La Crosse, WI",55063,40433,8791,8.5,15688
2002,"La Crosse, WI",55063,40888,9162,8.8,15751
2003,"La Crosse, WI",55063,41137,10084,9.7,15704
2004,"La Crosse, WI",55063,42202,12412,11.9,15643
2005,"La Crosse, WI",55063,43609,13026,12.6,15513
2006,"La Crosse, WI",55063,44903,13890,13.3,15707
2007,"La Crosse, WI",55063,48139,13987,13.2,15740
2008,"La Crosse, WI",55063,48754,12868,12.0,16020
2009,"La Crosse, WI",55063,49505,13864,12.8,15977
