YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Holt, MO",29087,23780,852,15.1,948
1997,"Holt, MO",29087,28075,777,14.1,962
1998,"Holt, MO",29087,28637,822,14.8,999
1999,"Holt, MO",29087,29110,700,13.3,985
2000,"Holt, MO",29087,30707,590,11.4,992
2001,"Holt, MO",29087,30226,625,12.4,924
2002,"Holt, MO",29087,30159,601,11.9,911
2003,"Holt, MO",29087,31554,588,11.8,862
2004,"Holt, MO",29087,32768,633,12.7,815
2005,"Holt, MO",29087,32146,666,13.4,780
2006,"Holt, MO",29087,36052,709,14.6,711
2007,"Holt, MO",29087,35835,705,14.6,699
2008,"Holt, MO",29087,36432,749,15.7,682
2009,"Holt, MO",29087,38530,696,14.7,673
