YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Hillsborough, FL",12057,32650,147856,16.5,135104
1997,"Hillsborough, FL",12057,35994,139088,15.0,143192
1998,"Hillsborough, FL",12057,37362,134018,14.3,147826
1999,"Hillsborough, FL",12057,38639,124286,12.6,152781
2000,"Hillsborough, FL",12057,40987,117305,11.6,156452
2001,"Hillsborough, FL",12057,40922,125199,12.1,159517
2002,"Hillsborough, FL",12057,42407,132089,12.5,164311
2003,"Hillsborough, FL",12057,43097,141194,13.0,169789
2004,"Hillsborough, FL",12057,44850,132075,11.8,181900
2005,"Hillsborough, FL",12057,45084,143735,13.0,189469
2006,"Hillsborough, FL",12057,46751,145657,12.8,193757
2007,"Hillsborough, FL",12057,50485,133550,11.6,193517
2008,"Hillsborough, FL",12057,49762,161731,13.9,193180
2009,"Hillsborough, FL",12057,47129,178302,15.2,192007
