YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Stark, IL",17175,31795,576,9.1,1339
1997,"Stark, IL",17175,35747,616,9.8,1302
1998,"Stark, IL",17175,36423,624,10.0,1449
1999,"Stark, IL",17175,36690,521,8.3,1412
2000,"Stark, IL",17175,38016,534,8.6,1250
2001,"Stark, IL",17175,37888,549,8.9,1222
2002,"Stark, IL",17175,37077,580,9.5,1215
2003,"Stark, IL",17175,37383,559,9.2,1134
2004,"Stark, IL",17175,40496,566,9.3,1151
2005,"Stark, IL",17175,44329,627,10.4,1117
2006,"Stark, IL",17175,41181,645,10.6,1139
2007,"Stark, IL",17175,43043,600,9.9,1292
2008,"Stark, IL",17175,45357,651,10.8,1141
2009,"Stark, IL",17175,46211,676,11.5,956
