YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Platte, WY",56031,29045,1159,13.6,1821
1997,"Platte, WY",56031,31717,1164,13.4,1746
1998,"Platte, WY",56031,32573,1155,13.3,1744
1999,"Platte, WY",56031,33611,1134,12.9,1781
2000,"Platte, WY",56031,35899,1071,12.3,1740
2001,"Platte, WY",56031,35686,1093,12.6,1712
2002,"Platte, WY",56031,36335,1072,12.5,1618
2003,"Platte, WY",56031,37020,991,11.5,1571
2004,"Platte, WY",56031,38340,964,11.3,1530
2005,"Platte, WY",56031,38464,994,11.7,1440
2006,"Platte, WY",56031,38012,1025,12.1,1446
2007,"Platte, WY",56031,42770,991,12.0,1414
2008,"Platte, WY",56031,44594,880,10.7,1344
2009,"Platte, WY",56031,45564,1022,12.6,1294
