YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Larue, KY",21123,27979,2172,16.9,2265
1997,"Larue, KY",21123,30479,2080,15.8,2271
1998,"Larue, KY",21123,31676,2013,15.3,2265
1999,"Larue, KY",21123,31749,1829,13.8,2365
2000,"Larue, KY",21123,33282,1872,14.2,2398
2001,"Larue, KY",21123,32745,1914,14.4,2418
2002,"Larue, KY",21123,33084,1983,14.9,2332
2003,"Larue, KY",21123,34162,1916,14.4,2420
2004,"Larue, KY",21123,35110,2083,15.4,2411
2005,"Larue, KY",21123,35114,2105,15.7,2445
2006,"Larue, KY",21123,40271,2080,15.4,2500
2007,"Larue, KY",21123,39435,2028,15.1,2420
2008,"Larue, KY",21123,38547,2327,17.3,2468
2009,"Larue, KY",21123,40679,2260,16.8,2435
