YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Presque Isle, MI",26141,26383,1919,13.2,2299
1997,"Presque Isle, MI",26141,28886,1781,12.1,2303
1998,"Presque Isle, MI",26141,29755,1737,11.8,2285
1999,"Presque Isle, MI",26141,31179,1413,9.8,2203
2000,"Presque Isle, MI",26141,32708,1463,10.2,2145
2001,"Presque Isle, MI",26141,31995,1474,10.4,2061
2002,"Presque Isle, MI",26141,32217,1554,10.9,2022
2003,"Presque Isle, MI",26141,32983,1435,10.1,1960
2004,"Presque Isle, MI",26141,34119,1588,11.1,1917
2005,"Presque Isle, MI",26141,35764,1654,11.8,1868
2006,"Presque Isle, MI",26141,35506,1717,12.3,1808
2007,"Presque Isle, MI",26141,39969,1910,13.9,1766
2008,"Presque Isle, MI",26141,37731,1869,13.8,1748
2009,"Presque Isle, MI",26141,36520,1916,14.4,1674
