YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Washburn, WI",55129,27410,1846,12.1,3031
1997,"Washburn, WI",55129,28933,1820,11.7,3115
1998,"Washburn, WI",55129,30056,1886,11.9,3096
1999,"Washburn, WI",55129,32743,1663,10.4,3105
2000,"Washburn, WI",55129,34585,1668,10.4,3076
2001,"Washburn, WI",55129,33894,1657,10.2,3068
2002,"Washburn, WI",55129,34374,1664,10.2,2990
2003,"Washburn, WI",55129,35423,1599,9.7,2926
2004,"Washburn, WI",55129,37145,1872,11.4,2884
2005,"Washburn, WI",55129,38987,1836,11.3,2671
2006,"Washburn, WI",55129,37779,2233,13.6,2725
2007,"Washburn, WI",55129,40316,2039,12.4,2658
2008,"Washburn, WI",55129,39895,2005,12.2,2673
2009,"Washburn, WI",55129,40176,2460,15.0,2638
