YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Bell, KY",21013,18766,10186,33.8,6135
1997,"Bell, KY",21013,19896,8611,29.5,5912
1998,"Bell, KY",21013,21401,8054,27.7,5800
1999,"Bell, KY",21013,20317,7393,25.1,5921
2000,"Bell, KY",21013,20483,7819,26.8,5809
2001,"Bell, KY",21013,19893,8363,28.5,5786
2002,"Bell, KY",21013,20239,8465,28.8,5655
2003,"Bell, KY",21013,21160,7503,25.8,5761
2004,"Bell, KY",21013,22030,8379,28.8,5676
2005,"Bell, KY",21013,21300,10204,35.4,5632
2006,"Bell, KY",21013,23169,9601,33.4,5629
2007,"Bell, KY",21013,23528,8120,28.8,5200
2008,"Bell, KY",21013,24858,8870,31.3,5356
2009,"Bell, KY",21013,24501,10118,36.0,5244
