YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Kane, UT",49025,30368,917,15.4,1399
1997,"Kane, UT",49025,30498,1052,16.7,1491
1998,"Kane, UT",49025,31442,982,15.7,1429
1999,"Kane, UT",49025,32868,669,11.1,1495
2000,"Kane, UT",49025,34937,687,11.5,1444
2001,"Kane, UT",49025,34239,706,11.8,1394
2002,"Kane, UT",49025,34455,659,10.9,1335
2003,"Kane, UT",49025,36050,550,9.0,1324
2004,"Kane, UT",49025,37613,577,9.3,1224
2005,"Kane, UT",49025,37395,635,10.4,1198
2006,"Kane, UT",49025,41082,621,9.6,1194
2007,"Kane, UT",49025,42268,607,9.4,1177
2008,"Kane, UT",49025,45337,653,10.0,1291
2009,"Kane, UT",49025,43287,769,11.7,1201
