YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Jasper, IL",17079,30497,1067,9.9,2027
1997,"Jasper, IL",17079,32578,1283,11.9,2053
1998,"Jasper, IL",17079,31965,1351,12.7,2285
1999,"Jasper, IL",17079,33997,1140,11.3,2245
2000,"Jasper, IL",17079,36045,1074,10.8,1900
2001,"Jasper, IL",17079,36666,981,9.8,1783
2002,"Jasper, IL",17079,37196,984,9.9,1690
2003,"Jasper, IL",17079,37646,1012,10.1,1694
2004,"Jasper, IL",17079,40270,1000,10.0,1609
2005,"Jasper, IL",17079,40867,1076,10.8,1545
2006,"Jasper, IL",17079,39872,1154,11.8,1494
2007,"Jasper, IL",17079,42723,1071,11.1,1453
2008,"Jasper, IL",17079,44445,1051,10.9,1462
2009,"Jasper, IL",17079,47087,1063,11.3,1424
