YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Genesee, MI",26049,38905,69348,15.8,81791
1997,"Genesee, MI",26049,40153,62559,14.2,82228
1998,"Genesee, MI",26049,40296,64277,14.6,84005
1999,"Genesee, MI",26049,39988,54694,12.6,82786
2000,"Genesee, MI",26049,42011,52386,12.0,83153
2001,"Genesee, MI",26049,40463,50890,11.6,80707
2002,"Genesee, MI",26049,39824,57416,13.0,80078
2003,"Genesee, MI",26049,40262,58541,13.3,85415
2004,"Genesee, MI",26049,40775,68105,15.4,86711
2005,"Genesee, MI",26049,42724,69906,16.0,86777
2006,"Genesee, MI",26049,42055,73601,16.8,86784
2007,"Genesee, MI",26049,43518,72146,16.8,85145
2008,"Genesee, MI",26049,44827,70368,16.6,84212
2009,"Genesee, MI",26049,41586,80851,19.3,78429
