YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Hardin, IA",19083,31851,1915,10.4,3907
1997,"Hardin, IA",19083,34846,1824,10.2,3881
1998,"Hardin, IA",19083,35895,1676,9.4,3871
1999,"Hardin, IA",19083,35213,1480,8.1,3745
2000,"Hardin, IA",19083,36582,1498,8.3,3694
2001,"Hardin, IA",19083,36636,1423,8.0,3598
2002,"Hardin, IA",19083,36863,1526,8.6,3273
2003,"Hardin, IA",19083,36865,1526,8.7,3477
2004,"Hardin, IA",19083,39445,1750,10.0,3229
2005,"Hardin, IA",19083,37958,1869,10.9,3115
2006,"Hardin, IA",19083,39097,2063,12.1,3107
2007,"Hardin, IA",19083,44474,1606,9.6,2992
2008,"Hardin, IA",19083,46240,1986,11.9,2894
2009,"Hardin, IA",19083,44705,1603,9.8,2853
