YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Floyd, GA",13115,31296,12785,15.5,13923
1997,"Floyd, GA",13115,33584,13000,15.7,14345
1998,"Floyd, GA",13115,35025,12755,15.3,15126
1999,"Floyd, GA",13115,34632,11646,13.3,15174
2000,"Floyd, GA",13115,36003,11670,13.3,15278
2001,"Floyd, GA",13115,34801,12886,14.5,15330
2002,"Floyd, GA",13115,34899,13459,15.0,15624
2003,"Floyd, GA",13115,34783,13495,15.0,15728
2004,"Floyd, GA",13115,37778,13548,15.0,15688
2005,"Floyd, GA",13115,38105,17296,19.3,15779
2006,"Floyd, GA",13115,39095,15552,17.1,16029
2007,"Floyd, GA",13115,42685,15177,16.6,16117
2008,"Floyd, GA",13115,41865,16862,18.4,16181
2009,"Floyd, GA",13115,39682,18170,19.8,16199
