YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Red River, TX",48387,20002,3342,24.2,2868
1997,"Red River, TX",48387,22035,3187,23.4,2848
1998,"Red River, TX",48387,22670,3130,23.1,2872
1999,"Red River, TX",48387,25545,2723,19.4,2949
2000,"Red River, TX",48387,27180,2806,20.3,2868
2001,"Red River, TX",48387,26278,2973,21.8,2833
2002,"Red River, TX",48387,25446,2914,21.5,2765
2003,"Red River, TX",48387,26418,2535,19.0,2706
2004,"Red River, TX",48387,27743,2450,18.4,2661
2005,"Red River, TX",48387,31994,2494,18.8,2651
2006,"Red River, TX",48387,29744,2759,21.2,2621
2007,"Red River, TX",48387,32284,2422,19.0,2572
2008,"Red River, TX",48387,32902,2378,18.8,2558
2009,"Red River, TX",48387,33191,2395,19.1,2478
