YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Wayne, MS",28153,22244,5058,24.9,4128
1997,"Wayne, MS",28153,24508,4264,20.7,4171
1998,"Wayne, MS",28153,25948,4089,19.4,4229
1999,"Wayne, MS",28153,25509,4484,21.1,4230
2000,"Wayne, MS",28153,26555,4405,20.9,4211
2001,"Wayne, MS",28153,25813,4704,22.3,4102
2002,"Wayne, MS",28153,25580,4644,21.9,4038
2003,"Wayne, MS",28153,26613,4361,20.6,4021
2004,"Wayne, MS",28153,28084,4626,21.8,3969
2005,"Wayne, MS",28153,27716,5094,24.3,3924
2006,"Wayne, MS",28153,29592,4625,22.2,3899
2007,"Wayne, MS",28153,32078,4855,23.3,3896
2008,"Wayne, MS",28153,33145,4645,22.6,3848
2009,"Wayne, MS",28153,32002,5222,25.6,3755
