YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Amelia, VA",51007,30695,1164,11.6,1696
1997,"Amelia, VA",51007,33121,1297,12.3,1743
1998,"Amelia, VA",51007,35628,1251,11.6,1827
1999,"Amelia, VA",51007,38276,1102,9.7,1806
2000,"Amelia, VA",51007,40929,1072,9.3,1804
2001,"Amelia, VA",51007,41052,1027,8.8,1808
2002,"Amelia, VA",51007,41493,1068,9.1,1788
2003,"Amelia, VA",51007,42530,1150,9.7,1733
2004,"Amelia, VA",51007,45008,1110,9.1,1724
2005,"Amelia, VA",51007,46320,1198,9.9,1761
2006,"Amelia, VA",51007,47140,1140,9.2,1768
2007,"Amelia, VA",51007,52421,1145,9.1,1847
2008,"Amelia, VA",51007,49180,1215,9.6,1880
2009,"Amelia, VA",51007,47971,1433,11.3,1849
