YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Mariposa, CA",6043,29339,2163,13.4,2670
1997,"Mariposa, CA",6043,31178,2425,15.3,2741
1998,"Mariposa, CA",6043,32760,2407,15.4,2781
1999,"Mariposa, CA",6043,33286,2239,13.2,2779
2000,"Mariposa, CA",6043,35151,2197,13.0,2807
2001,"Mariposa, CA",6043,34192,2171,12.7,2733
2002,"Mariposa, CA",6043,35331,2060,11.7,2619
2003,"Mariposa, CA",6043,35359,2023,11.3,2704
2004,"Mariposa, CA",6043,37355,1973,11.0,2561
2005,"Mariposa, CA",6043,39891,2116,12.7,2491
2006,"Mariposa, CA",6043,40930,2425,13.4,2417
2007,"Mariposa, CA",6043,42757,2218,12.5,2374
2008,"Mariposa, CA",6043,44419,2388,13.5,2313
2009,"Mariposa, CA",6043,42775,2364,13.5,2255
