YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Cherokee, OK",40021,23391,9961,26.3,6334
1997,"Cherokee, OK",40021,24399,9178,23.6,6740
1998,"Cherokee, OK",40021,25478,8854,22.4,6954
1999,"Cherokee, OK",40021,26089,8102,19.6,7186
2000,"Cherokee, OK",40021,27226,8598,20.8,7153
2001,"Cherokee, OK",40021,26601,9054,21.7,7346
2002,"Cherokee, OK",40021,27134,8764,20.7,7481
2003,"Cherokee, OK",40021,28019,8181,19.2,7454
2004,"Cherokee, OK",40021,29133,7867,18.3,7497
2005,"Cherokee, OK",40021,29761,8992,21.2,7388
2006,"Cherokee, OK",40021,30243,10677,24.8,7499
2007,"Cherokee, OK",40021,30535,13857,31.8,7623
2008,"Cherokee, OK",40021,32296,11184,25.3,7562
2009,"Cherokee, OK",40021,33533,9794,22.1,7542
