YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Cleveland, OK",40027,36682,22610,11.9,35403
1997,"Cleveland, OK",40027,41085,21264,10.9,35579
1998,"Cleveland, OK",40027,42978,20743,10.5,36041
1999,"Cleveland, OK",40027,42281,19094,9.5,36160
2000,"Cleveland, OK",40027,44253,18790,9.2,36122
2001,"Cleveland, OK",40027,43699,19948,9.7,35907
2002,"Cleveland, OK",40027,44547,20712,9.8,35917
2003,"Cleveland, OK",40027,45799,21706,10.2,36159
2004,"Cleveland, OK",40027,46681,20260,9.3,37018
2005,"Cleveland, OK",40027,45645,24984,11.6,37687
2006,"Cleveland, OK",40027,47870,28497,13.0,38500
2007,"Cleveland, OK",40027,51052,22634,10.0,39328
2008,"Cleveland, OK",40027,53950,26269,11.4,40032
2009,"Cleveland, OK",40027,51958,27133,11.6,40686
