YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Daviess, KY",21059,31810,13545,15.0,14515
1997,"Daviess, KY",21059,34335,11965,13.2,14642
1998,"Daviess, KY",21059,36162,11631,12.7,14030
1999,"Daviess, KY",21059,36451,10819,12.0,14742
2000,"Daviess, KY",21059,38067,10060,11.2,14532
2001,"Daviess, KY",21059,37438,10762,11.9,14605
2002,"Daviess, KY",21059,37600,11099,12.2,14502
2003,"Daviess, KY",21059,39035,11816,13.0,14902
2004,"Daviess, KY",21059,40020,12900,14.1,15345
2005,"Daviess, KY",21059,38845,13124,14.6,16281
2006,"Daviess, KY",21059,41279,12691,13.9,15981
2007,"Daviess, KY",21059,42586,14015,15.3,14881
2008,"Daviess, KY",21059,43075,12559,13.6,15462
2009,"Daviess, KY",21059,43031,14147,15.2,15421
