YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"LaGrange, IN",18087,36751,2538,7.8,6193
1997,"LaGrange, IN",18087,38566,2708,8.0,6332
1998,"LaGrange, IN",18087,40983,2992,8.7,6387
1999,"LaGrange, IN",18087,42369,2426,6.9,6387
2000,"LaGrange, IN",18087,44096,2817,8.0,6415
2001,"LaGrange, IN",18087,42743,3231,9.0,6380
2002,"LaGrange, IN",18087,43389,3113,8.6,6378
2003,"LaGrange, IN",18087,44358,2896,7.9,6375
2004,"LaGrange, IN",18087,46841,2802,7.6,6261
2005,"LaGrange, IN",18087,48857,3092,8.5,6196
2006,"LaGrange, IN",18087,48693,3971,10.7,6233
2007,"LaGrange, IN",18087,50487,3300,9.0,6264
2008,"LaGrange, IN",18087,51160,3752,10.2,6209
2009,"LaGrange, IN",18087,45578,4891,13.2,6108
