,Gap:5,Gap:15,Gap:30,Gap:50,Gap:100,Gap:500
0,0.01612997489751153,0.03781686374308762,0.047920850166820815,0.061918696130584955,0.08034132495534989,0.18934961696785932
1,0.015887461010970258,0.07078989102376065,0.04383256203052352,0.07103176898246226,0.11261863723100239,0.11261863723100239
2,0.11209484697947486,0.17223071152708286,0.10616633184897055,0.10361929686941991,0.0845436728657117,0.15102220843474648
3,0.10787902446394976,0.11953744647233701,0.11985935928235412,0.10442903688196979,0.08526890427046123,0.08010032053806843
4,0.019823959532373488,0.08386155423533952,0.13743080842327218,0.1395903418442404,0.12226879619590449,0.14433428704357723
5,0.061401386170469474,0.0942022705569335,0.08796575203860367,0.15377176361303274,0.21274850992606203,0.13098561040629905
6,0.02663125561902559,0.052261476221037016,0.18367895470304424,0.27710848659570275,0.2107885771944385,0.1512518630208967
7,0.017337543249324083,0.054575097820349625,0.07723469459134456,0.06690022790071058,0.07287749537801626,0.08822460362167224
8,0.11241838643349084,0.14928834131326044,0.12748813748494148,0.13313262347317095,0.09259299558239076,0.1070373978118335
9,0.04083847411797088,0.05640142010154309,0.1189639758992405,0.15927907271662203,0.12778491092701802,0.09466292111049032
10,0.030848713122627408,0.03140497576638108,0.044985361871421825,0.07826552076769153,0.10752870912123584,0.1033459753669319
11,0.04658070124601565,0.06254730714836966,0.06483596971079175,0.07662025483629208,0.14062218154226722,0.11918751953967886
12,0.15957502199002527,0.18476584029120505,0.22670234281309742,0.23789758119353693,0.22233363971349016,0.22233363971349016
13,0.02189309840918733,0.03125195101394449,0.06207541974652524,0.14396029967612384,0.14052998634236527,0.1328057492942089
14,0.11887258745190568,0.14281663021761537,0.10404822472697868,0.08863780228795973,0.0643758918578176,0.09331043109487819
15,0.0157541142894864,0.02406964927885364,0.059700667385731036,0.08204341785543799,0.13521811415925844,0.1165625242755638
16,0.00904977375565611,0.03508546744704864,0.03797042894414621,0.05374991908578824,0.06988158004124367,0.08258838739384029
17,0.040136154130251525,0.06053338379423031,0.05538508812392722,0.05454679551035443,0.0987701547926051,0.09422678621409382
18,0.04194839517714533,0.12176177703122859,0.1881369170956144,0.21983907405161496,0.190375609294926,0.1523598439974078
19,0.008032322065540144,0.05234293337187609,0.104679256737495,0.09014893329930469,0.11198448415884278,0.11319313641664396
20,0.040374552673239826,0.04978742764401984,0.05149301493087914,0.06859569936205201,0.14418790498701756,0.22518992470111504
21,0.01709826083744612,0.04454945874389615,0.08546680363961737,0.09304332576409673,0.10140157328926032,0.09182604489054515
22,0.055251138875371565,0.2031081037735877,0.17744566082853777,0.16858275677920506,0.20780894125192093,0.15082547656633322
23,0.06034311894913273,0.055967096076718736,0.08297271233562702,0.07999422123073398,0.15799376748297117,0.1926769614007252
24,0.07414462957941219,0.09034382799287566,0.14058028063870087,0.1055664855293061,0.10280442669255332,0.13203490119947997
25,0.08259011519881085,0.17187034634180384,0.14642470755717274,0.13247298399285282,0.10429188253811629,0.10340140052410718
26,0.05593833237861029,0.10757442691236876,0.16659356167841655,0.21999929138089647,0.2933071807427046,0.37912533366223905
27,0.02657802708726032,0.06970234763887699,0.08126783900868871,0.07104061706015947,0.13080120165651646,0.12618689569603472
28,0.03300580680736844,0.05337121863257403,0.05791019610182122,0.11263128541201907,0.11446898357932939,0.11718455199992842
29,0.02360570260423525,0.015822094147881053,0.04423934575331643,0.07291602600590233,0.1384561459139399,0.18484358180007854
30,0.10339757688698689,0.06730091294073115,0.11410871114123024,0.09679580399258957,0.18489846705863397,0.16982000189979887
31,0.04510683197045634,0.09093813901665214,0.07983908859680296,0.07612175310846049,0.09725151453014079,0.07943142162843012
32,0.06361956429221004,0.026403189846033365,0.08831302657826544,0.06649230410789583,0.0741044541146325,0.08892363141842256
33,0.04676033311496935,0.08897802299349482,0.13059403918020454,0.10517312440963864,0.13346944317060794,0.1270180476217442
34,0.07651643486515551,0.15858844996811988,0.15635099018251133,0.14166163308082896,0.15961759902296863,0.13592087488944216
35,0.015936507936507936,0.03150460265676672,0.044826655083078794,0.051504631070763585,0.1021681034014525,0.1402993815183877
36,0.036888456875287426,0.05754853491489394,0.1074171133388665,0.09158308311518701,0.16720577196205913,0.11683383291775033
37,0.3074532598963339,0.23288188026357215,0.18913922927601146,0.15623721462538162,0.10702865435536833,0.0941547298650327
38,0.07238784761301488,0.12496262817730656,0.14460364564814315,0.14898902901054553,0.11877825466805657,0.14385147753762886
39,0.01576206368160074,0.11097121976845081,0.17014854825128958,0.24994852600763431,0.2709693108523404,0.17818578729129678
40,0.07298854105463773,0.05908286193822434,0.038734875654617605,0.06863334966410625,0.0568867015797154,0.1158219712673322
41,0.034501658373199,0.12202800335092166,0.10581363161430307,0.11379298108168136,0.09136258372812255,0.11326621598030717
42,0.03674506387921023,0.03499443253255553,0.14527061557223286,0.1345587106718499,0.1853974700723569,0.1496571896727169
43,0.06701691867740042,0.2480498113094615,0.2530323786854931,0.2730684143171187,0.23113709035606297,0.16414256935396188
