,Gap:5,Gap:15,Gap:30,Gap:50
0,0.038282535685988425,0.11271531589350443,0.17405497537593423,0.21188876717313435
1,0.03156061619638911,0.18965315006188663,0.30028979368541464,0.35580041465871726
2,0.05419197430066995,0.10024651764632188,0.24302377734293884,0.28130239528850814
3,0.14458502068157375,0.2560304656758608,0.4003715022144814,0.4367237930418715
4,0.04244233522307804,0.1581516565241375,0.3040534804237296,0.3861981781640007
5,0.1374944071588367,0.2790000318482021,0.2820113749217345,0.2707205932291588
6,0.02478028248336371,0.11671610846554926,0.3768790494663059,0.5307394931434287
7,0.0331777545111932,0.1555152164594387,0.3378163589097485,0.4367732226024692
8,0.15509604857171294,0.3006654404164161,0.377302887691161,0.42544714766301067
9,0.09019672771423962,0.1826793455861295,0.21965884744173206,0.25784796682402744
10,0.02041451231895355,0.15321143597159745,0.25433072648075794,0.3508762669320902
11,0.08807268731750963,0.20926385861990401,0.3156555869441629,0.3460419402343312
12,0.17648655443241212,0.2606526409875357,0.38942297788184904,0.4511354696348394
13,0.017642560397978353,0.10510038787670435,0.2296604874911546,0.26044922190649367
14,0.17793642866632414,0.30631460104769115,0.35947540102566283,0.41737913330483
15,0.05298242507536243,0.15241159612603686,0.28160304008099357,0.3624104252609175
16,0.016024399243577327,0.13497018830492716,0.29317573005710895,0.3561463291711756
17,0.021723297615946078,0.08732217268003603,0.23463788801606972,0.332623658507337
18,0.014309041544636456,0.022991388052975594,0.09878494647910777,0.15655054291551354
19,0.0347491355105399,0.1730650872078486,0.33501551623527015,0.3748366976587155
20,0.006176425310540669,0.19041237881476364,0.37422970685487444,0.44452503888948985
21,0.037244144796379,0.12095088286936019,0.2479293179972726,0.35373498283639665
22,0.09986765398666964,0.08530464986118393,0.2015565027308435,0.2727609164082917
23,0.05169206782402509,0.07544276395845262,0.18582369567636128,0.3102311035159687
24,0.09499109743632557,0.18492056258791742,0.31845266874806044,0.39592643097660185
25,0.09774611071958261,0.2651645231325323,0.3586986080019893,0.40719800300711606
26,0.03908710857171003,0.09674438534969555,0.23670321243578635,0.33870318161636687
27,0.023007262720513066,0.055785984135133866,0.1844281290215943,0.2946364920730741
28,0.0699461119418997,0.10198342804864531,0.24285905339774375,0.36921894353204554
29,0.019518660487823483,0.1168957694324235,0.28067874748858623,0.358737185394096
30,0.06753257636872886,0.1743970931654022,0.22911914728231325,0.3531255433659836
31,0.09040410586305075,0.14103844810590227,0.28958603517707765,0.3952568162144618
32,0.04783797752758855,0.12295904809327939,0.20043143914141215,0.33181484199557193
33,0.04676033311496935,0.11022882338684571,0.22761274129690529,0.29049900677658913
34,0.06787404434463257,0.10783819016672987,0.17806819918472136,0.2881457863645942
35,0.055288959181500466,0.18120279514389434,0.3238478594192834,0.45246024208601365
36,0.03700604801822016,0.14963458045001382,0.16847646905564512,0.4105852028270082
37,0.3272442910541103,0.30625367683312066,0.29246176843137106,0.25373625775389874
38,0.12428479028807403,0.2853397834724519,0.4111449381749672,0.46288874118463447
39,0.05112024960222304,0.25261777748120584,0.4066926974875493,0.5235761491498269
40,0.08807719233796481,0.15105917412254924,0.267036878636616,0.34091035034443634
41,0.024331193266813555,0.06615555566829347,0.24244849123844853,0.3316684865716749
42,0.031212156724872063,0.18777780592691595,0.19001577328365019,0.28018585327274814
43,0.13683544648201557,0.41619144613696096,0.5002916362346613,0.5514538581540511
44,0.035664281784366474,0.024758195023433738,0.17974879865847082,0.28415244660721456
45,0.06400138600838912,0.1261106894989518,0.21981734020719132,0.24471035527396032
46,0.061258006561655386,0.14300786422478554,0.27689962958315917,0.3444180420600186
47,0.061745358861733664,0.18156304936152282,0.3378783424798896,0.40578098911857946
48,0.013666722660886383,0.04735510140773131,0.14641972638707595,0.23317823748170635
49,0.04718279708777533,0.2334940941433992,0.4067632593631824,0.5472529970449321
50,0.05333979506373503,0.1532427925628018,0.29478229550682183,0.3780186915892206
51,0.019297539755120097,0.11373379260280217,0.23483740552919335,0.3164728980489356
52,0.03154280991530531,0.22349323882537572,0.3292067946456927,0.390079781103707
53,0.038254727728411944,0.10947398684647976,0.24801476443430143,0.3058264345000749
54,0.10759833729772315,0.14654506201577958,0.2732669970129072,0.43762995852111036
55,0.1077346978572125,0.18776675041942587,0.28286238763357713,0.3715964527946115
56,0.13348602302090673,0.2979570227731071,0.34369465104164737,0.37227957862303357
57,0.016193932794967184,0.10728190142161236,0.2908161419255563,0.35495179572662133
58,0.05345741889011535,0.12132392063075173,0.305273953193658,0.37277804880234416
59,0.03391814777014018,0.11936085434969763,0.21949624774522716,0.319105975812164
60,0.034632993846372424,0.06245178293865328,0.10865209804868939,0.16050718677270726
61,0.01345435806010807,0.10521078471670627,0.2727932590944432,0.3733218610130078
62,0.12822336858438027,0.2703420948856824,0.23437452114990864,0.3068347989849795
63,0.056426754381799164,0.03206460952225586,0.08779788079623291,0.1275291414389876
64,0.0403965397967797,0.12178306832582786,0.2646256054977147,0.34691155239438176
65,0.04618025446576379,0.18848540668205496,0.3417006208805644,0.4125554294962098
66,0.07182980223185831,0.08225391436868293,0.1148013367616118,0.15309225410063657
67,0.036209857861507856,0.15509561261050045,0.2006285306491602,0.2822692232978595
68,0.17057010657992427,0.22422646059397455,0.3120199842902003,0.3983068791381317
69,0.17620934247721504,0.24868402983833546,0.38267842855847684,0.472432110957947
70,0.058298852102897716,0.17613873976979624,0.25571475815528255,0.33353827176544587
71,0.022465835196604556,0.10928106038171004,0.2315662869448662,0.33253833299440155
72,0.028387658650060488,0.15566865238904862,0.30327743973610244,0.37437857711826206
73,0.05589615412921893,0.15743883131175698,0.25086510388288796,0.36171366823900986
74,0.04571832148505109,0.10399208342192845,0.114603748490527,0.2078200091857665
75,0.11977248178987789,0.10468689923748527,0.1918681494796232,0.3433380187160648
76,0.04498682276853787,0.11475082008890282,0.19486686260315125,0.2200142951019931
77,0.029041805401405843,0.09878660667473925,0.2676089207882253,0.36346848364184225
78,0.036127315314944564,0.18890407807836435,0.26084423406310775,0.3666922944909388
79,0.10903925760160915,0.3347139445651446,0.4206017574685544,0.48107455228600693
80,0.0946447555682618,0.17072266280022289,0.20829517827856475,0.2410063859020216
81,0.14346647282273758,0.17369649776493962,0.2086304503466074,0.2161899114851129
82,0.1157902735364908,0.33147255058296604,0.38808004036111177,0.4507714649967859
83,0.12865310118676168,0.1890678403003885,0.29097288675581334,0.3799050528499096
84,0.1821528721163553,0.03111392598568116,0.1425827953206122,0.2882325397433135
85,0.02879757601673901,0.03133290305470589,0.12336899060846845,0.21815244694571173
86,0.010471204188481676,0.06162477336361423,0.09365162820506923,0.09089189608367118
87,0.006687222199975975,0.11432436975195007,0.23592526573570105,0.2822452908316558
88,0.029758632547411464,0.08220690300964749,0.3207536062736783,0.35594377056753224
89,0.06422007120080217,0.2023578594772176,0.33388481836733364,0.455946546055681
90,0.10807538043347917,0.07818884097723765,0.11635487248250007,0.16276666431149803
91,0.06224739432778393,0.07055069768203569,0.22288632427246388,0.3580203680792589
92,0.08878384185646755,0.10405763841865345,0.2139427185660911,0.24999716943377023
93,0.09754009252203621,0.1128202004496545,0.1416968023900431,0.4725441167782339
94,0.176902344780514,0.2294471589186366,0.38335287938943646,0.3963542176838793
95,0.09809204933544735,0.09576722788498117,0.2846839963029851,0.24960905188007151
96,0.03597845457640016,0.23132005112617768,0.25109392391815605,0.2627375310305858
97,0.013106827636946677,0.1410356506262966,0.17494613958571095,0.42707154697792854
98,0.11425742574257428,0.22075739851997364,0.31605301091962806,0.34257415409449005
99,0.09425800783634845,0.22598917244042616,0.30016990864712423,0.14513304522668227
