,Gap:5,Gap:15,Gap:30
0,4.301162633521313,11.865315599920395,16.339079449019742
1,3.9370039370059056,24.886886965973524,32.75088837963288
2,5.522680508593631,9.621404708847278,23.52621428578533
3,17.96524422322168,29.68164415931166,43.277373239173826
4,5.545268253204709,19.563084769899806,33.89741115127556
5,11.07925990308017,23.850726254291356,23.071104483075047
6,3.5355339059327378,17.954307083737397,50.11194365170567
7,5.722761571129799,21.72062877279832,39.74270698657415
8,15.98436736314578,30.44667469527666,35.09494511199288
9,8.154753215150045,16.470753300493403,19.281937232764655
10,2.1213203435596424,15.959770854065722,23.99568926803887
11,9.987492177719089,20.624188295715854,29.171313258771523
12,17.621010186706094,25.450231545396313,40.13382785046842
13,2.345207879911715,14.327795164843552,25.38462744152113
14,15.56438241627338,28.687976575562104,33.73272226969146
15,6.670832032063167,18.353668376026164,29.5681562169332
16,2.0615528128088303,17.649362594722792,32.78193362835379
17,2.598076211353316,9.888665950759702,24.52514543526072
18,1.8708286933869707,2.712405363721075,11.632297487065323
19,4.9749371855331,22.819164877669948,37.896410529685824
20,0.8660254037844386,29.268461817165196,45.2940583756626
21,4.330127018922194,13.685237092784117,27.420103372626393
22,9.420721840708387,7.937253933193772,19.784180374820895
23,6.144102863722254,9.81616742202082,21.280556124441798
24,12.639224659764539,22.251805705219905,38.950897470958274
25,12.175795661885921,29.548990797366617,35.35338836611729
26,6.123724356957945,14.02803315813426,28.196355841821486
27,3.570714214271425,9.007933011676826,22.095404421547123
28,7.952986860293433,11.470458952083328,25.462616275359586
29,3.570714214271425,15.023790657297036,34.65395434469403
30,8.573214099741124,23.572077913133946,26.041743678047048
31,10.688779163215974,14.375077639541887,30.22273636028757
32,6.2048368229954285,14.873274209611202,20.725629643944018
33,5.123475382979799,13.429711197830832,26.577148597737246
34,7.648529270389178,12.549900398011133,18.745114305995244
35,7.92148975887743,22.376645988938684,35.26353983052907
36,4.6097722286464435,16.077935190813527,18.69445796541557
37,29.06028217344078,28.78863863203181,29.4963469392164
38,13.80217374184226,30.047581314594073,40.83228945416808
39,5.634713834792322,28.96303062279814,41.98809355043403
40,13.009611831257688,18.087090897733034,29.24451024227188
41,3.3541019662496847,8.315218406202998,27.38172055751163
42,3.0,18.481651132175084,17.65375802524191
43,14.0089257261219,47.72615335731253,51.57552212783328
44,4.183300132670378,3.3166247903554,24.112523573932453
45,5.958187643906492,13.322912594474229,19.841614227990974
46,7.14142842854285,14.45683229480096,27.772474589556943
47,8.32165848854662,23.280893453645632,38.051688983312665
48,1.5811388300841898,5.31843156256751,14.466370037744975
49,5.894913061275798,29.930872737979808,45.47830100244473
50,8.231038816577165,20.385569125521823,32.97072892001694
51,2.958039891549808,14.342743312012724,24.440638853888554
52,4.330127018922194,27.442146938084647,33.71943060017473
53,5.244044240850758,12.288205727444508,25.17661750445276
54,11.280514172678478,16.930530326686675,31.647302004087663
55,10.559356040971437,16.964248120259096,25.022748271012976
56,15.763882770434446,34.121631178560534,34.71012969506562
57,2.0615528128088303,13.540943204117756,32.1682001897569
58,7.33143914930759,14.822762418465922,36.93890575830164
59,5.267826876426369,13.74253043864713,23.162841824338187
60,3.840572873934304,6.584614100852293,10.53074317055249
61,1.7320508075688772,13.506612137341156,33.07514954223759
62,10.747092630102339,23.33146251003445,20.762200401625098
63,5.634713834792322,3.6742346141747673,9.061095313253363
64,5.477225575051661,16.219476827919838,32.04737871899386
65,5.220153254455275,21.805962487356524,35.433278727480335
66,6.745368781616021,7.932753080020292,12.687218656639418
67,5.361902647381804,20.0124960961895,24.208861301540836
68,16.91892431568863,19.681390775479837,27.506112173416142
69,31.34485603731496,38.6143940593586,51.84359768273856
70,6.837397165588672,18.027756377319946,23.627132270132677
71,2.7838821814150108,12.11256726356084,25.198522124152028
72,4.153311931459037,21.095023109728988,34.49587681508298
73,7.088723439378913,18.341989298562233,25.342481711749244
74,4.415880433163924,9.180725150319788,9.631127695636435
75,14.159802258506296,13.341664064126334,22.847319317591726
76,3.905124837953327,11.988089327089856,18.112674168030555
77,4.47213595499958,11.237691679598363,31.967656068012847
78,3.570714214271425,21.307275752662516,26.389653144811287
79,11.789826122551595,51.63816418115578,57.11512874041765
80,13.619838471876236,15.364616121837493,18.27944011818969
81,23.18404623873926,16.692598873238918,20.35546186128448
82,12.278029157808675,37.11853599329739,39.2212996320569
83,12.144957801491119,23.34064511288654,29.71879702396657
84,19.742087022399634,3.7032803990902057,16.890111369347615
85,5.123475382979799,3.9188190640986296,12.676342342032807
86,1.5811388300841898,6.1759903774906535,9.356907829936716
87,1.118033988749895,10.606601717798213,22.347567946052838
88,2.598076211353316,10.515294982615968,37.53251463960833
89,6.7638746292343415,24.876839486903133,35.83535145346148
90,12.227019260637483,7.995534467974697,11.852542285125569
91,8.455767262643882,7.7781745930520225,25.952875064969795
92,8.276472678623424,13.144797993339962,23.29422009115507
93,10.88577052853862,11.486016342865415,14.549558590294545
94,20.024984394500787,25.227535976162464,38.59783806702489
95,10.897247358851684,11.762531311632834,32.22175320044434
96,4.387482193696061,23.18712697043032,22.581652607432403
97,1.8708286933869707,14.144660779652108,16.821578916420993
98,12.12435565298214,24.08615488497193,36.38681079732051
99,10.173494974687902,20.15830208269394,26.173822141927253
