YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Divide, ND",38023,28434,274,11.2,466
1997,"Divide, ND",38023,29291,291,12.6,460
1998,"Divide, ND",38023,28781,327,14.6,450
1999,"Divide, ND",38023,28966,309,13.9,409
2000,"Divide, ND",38023,31490,242,11.4,391
2001,"Divide, ND",38023,30523,303,14.1,363
2002,"Divide, ND",38023,29134,259,11.8,333
2003,"Divide, ND",38023,30863,217,10.1,315
2004,"Divide, ND",38023,31236,211,10.1,300
2005,"Divide, ND",38023,32756,241,11.7,281
2006,"Divide, ND",38023,35791,257,12.9,277
2007,"Divide, ND",38023,36651,228,11.9,242
2008,"Divide, ND",38023,43711,219,11.6,235
2009,"Divide, ND",38023,48892,217,11.6,229
