YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Decatur, GA",13087,23192,7576,28.8,5810
1997,"Decatur, GA",13087,26377,6694,24.9,5929
1998,"Decatur, GA",13087,26911,6410,23.8,5980
1999,"Decatur, GA",13087,27363,5913,21.3,5939
2000,"Decatur, GA",13087,28800,5800,21.1,5844
2001,"Decatur, GA",13087,27712,5942,21.6,5815
2002,"Decatur, GA",13087,27398,5857,21.1,5838
2003,"Decatur, GA",13087,27840,5849,20.9,5844
2004,"Decatur, GA",13087,28148,6029,21.5,5714
2005,"Decatur, GA",13087,29805,6262,22.6,5774
2006,"Decatur, GA",13087,30840,6987,25.1,5845
2007,"Decatur, GA",13087,32650,6208,22.5,5794
2008,"Decatur, GA",13087,32546,6980,25.1,5728
2009,"Decatur, GA",13087,30144,6982,25.2,5664
