YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Koochiching, MN",27071,31097,1742,11.1,2636
1997,"Koochiching, MN",27071,34633,1760,11.7,2597
1998,"Koochiching, MN",27071,35972,1869,12.5,2637
1999,"Koochiching, MN",27071,36361,1588,11.2,2541
2000,"Koochiching, MN",27071,37601,1464,10.5,2531
2001,"Koochiching, MN",27071,36748,1500,10.9,2438
2002,"Koochiching, MN",27071,37470,1399,10.1,2360
2003,"Koochiching, MN",27071,38589,1438,10.5,2214
2004,"Koochiching, MN",27071,39606,1464,10.7,2166
2005,"Koochiching, MN",27071,38652,1821,13.4,2132
2006,"Koochiching, MN",27071,39963,1839,13.8,2042
2007,"Koochiching, MN",27071,41964,1739,13.2,2038
2008,"Koochiching, MN",27071,39130,1687,13.0,2050
2009,"Koochiching, MN",27071,40431,1654,12.9,2010
