YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Treutlen, GA",13283,22075,1631,27.4,1293
1997,"Treutlen, GA",13283,23362,1574,26.3,1358
1998,"Treutlen, GA",13283,24309,1497,25.1,1324
1999,"Treutlen, GA",13283,24166,1464,22.5,1293
2000,"Treutlen, GA",13283,25003,1568,24.4,1278
2001,"Treutlen, GA",13283,24164,1594,24.8,1301
2002,"Treutlen, GA",13283,24239,1567,24.3,1211
2003,"Treutlen, GA",13283,24842,1434,22.0,1178
2004,"Treutlen, GA",13283,25503,1451,22.7,1189
2005,"Treutlen, GA",13283,26393,1832,28.9,1241
2006,"Treutlen, GA",13283,27611,1823,28.6,1236
2007,"Treutlen, GA",13283,29442,1765,27.2,1224
2008,"Treutlen, GA",13283,30210,1905,28.7,1205
2009,"Treutlen, GA",13283,29002,2071,31.3,1228
