YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,OHIO,39000,33958,1259806,11.3,1813999
1997,OHIO,39000,36029,1223791,11.0,1837628
1998,OHIO,39000,38726,1202277,10.7,1844304
1999,OHIO,39000,39707,1224362,11.0,1846644
2000,OHIO,39000,42054,1088381,9.8,1849182
2001,OHIO,39000,41780,1144638,10.3,1848547
2002,OHIO,39000,42246,1147950,10.2,1829783
2003,OHIO,39000,43119,1196090,10.6,1820710
2004,OHIO,39000,43371,1313682,11.7,1845428
2005,OHIO,39000,43547,1442421,13.0,1840032
2006,OHIO,39000,44609,1475788,13.2,1839683
2007,OHIO,39000,46645,1458625,13.1,1836096
2008,OHIO,39000,48011,1489314,13.3,1827184
2009,OHIO,39000,45467,1699288,15.1,1817163
