YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Beauregard, LA",22011,29618,5037,16.3,6629
1997,"Beauregard, LA",22011,31486,4924,15.8,6546
1998,"Beauregard, LA",22011,33726,4895,15.5,6479
1999,"Beauregard, LA",22011,32752,4910,15.4,6223
2000,"Beauregard, LA",22011,33830,4754,14.9,6134
2001,"Beauregard, LA",22011,33343,5072,15.9,6078
2002,"Beauregard, LA",22011,33535,4967,15.3,6041
2003,"Beauregard, LA",22011,34343,5040,15.3,6027
2004,"Beauregard, LA",22011,35372,5439,16.3,6127
2005,"Beauregard, LA",22011,35334,5647,17.0,6153
2006,"Beauregard, LA",22011,44103,4931,14.6,6163
2007,"Beauregard, LA",22011,40592,5329,15.9,6106
2008,"Beauregard, LA",22011,43398,4729,14.0,6048
2009,"Beauregard, LA",22011,42167,4767,14.0,5959
