YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Van Buren, AR",5141,22737,3289,21.3,2388
1997,"Van Buren, AR",5141,23828,3150,20.1,2341
1998,"Van Buren, AR",5141,24325,3074,19.4,2430
1999,"Van Buren, AR",5141,26436,2596,16.2,2414
2000,"Van Buren, AR",5141,27102,2821,17.5,2422
2001,"Van Buren, AR",5141,26514,2966,18.6,2399
2002,"Van Buren, AR",5141,26655,3030,18.7,2461
2003,"Van Buren, AR",5141,27143,2778,17.0,2380
2004,"Van Buren, AR",5141,28249,2773,17.0,2383
2005,"Van Buren, AR",5141,28004,2910,18.0,2425
2006,"Van Buren, AR",5141,29766,3041,18.6,2461
2007,"Van Buren, AR",5141,31924,2773,17.1,2416
2008,"Van Buren, AR",5141,35155,2967,18.3,2394
2009,"Van Buren, AR",5141,34287,3004,18.7,2393
