YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Angelina, TX",48005,29012,13198,17.6,15110
1997,"Angelina, TX",48005,30276,13190,17.3,15614
1998,"Angelina, TX",48005,31314,12758,16.7,15825
1999,"Angelina, TX",48005,32149,12632,16.2,15970
2000,"Angelina, TX",48005,34022,12668,16.3,15977
2001,"Angelina, TX",48005,33415,13131,16.9,16012
2002,"Angelina, TX",48005,33532,13385,17.0,16131
2003,"Angelina, TX",48005,34586,13647,17.3,16208
2004,"Angelina, TX",48005,35749,13709,17.3,16540
2005,"Angelina, TX",48005,37146,15622,19.9,16819
2006,"Angelina, TX",48005,39342,12290,15.4,17053
2007,"Angelina, TX",48005,37953,15497,19.3,17035
2008,"Angelina, TX",48005,37782,16158,20.1,17019
2009,"Angelina, TX",48005,38752,13793,17.0,17061
