YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Kenedy, TX",48261,20405,70,15.9,43
1997,"Kenedy, TX",48261,23134,92,20.1,50
1998,"Kenedy, TX",48261,23693,72,16.1,46
1999,"Kenedy, TX",48261,24511,52,12.6,60
2000,"Kenedy, TX",48261,25774,79,19.7,58
2001,"Kenedy, TX",48261,25714,83,20.4,79
2002,"Kenedy, TX",48261,23483,58,14.3,68
2003,"Kenedy, TX",48261,24092,53,13.2,78
2004,"Kenedy, TX",48261,26319,58,14.2,79
2005,"Kenedy, TX",48261,27326,69,16.8,83
2006,"Kenedy, TX",48261,27201,58,14.6,77
2007,"Kenedy, TX",48261,30581,62,15.9,83
2008,"Kenedy, TX",48261,29587,63,16.4,86
2009,"Kenedy, TX",48261,32336,58,15.9,88
