YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Manassas, VA",51683,51167,1884,5.6,5406
1997,"Manassas, VA",51683,54608,2255,7.0,5685
1998,"Manassas, VA",51683,61030,2044,6.2,5881
1999,"Manassas, VA",51683,57851,1776,5.1,6080
2000,"Manassas, VA",51683,61811,2076,5.9,6193
2001,"Manassas, VA",51683,62465,2135,5.9,6271
2002,"Manassas, VA",51683,62728,2358,6.4,6411
2003,"Manassas, VA",51683,61292,2765,7.5,6566
2004,"Manassas, VA",51683,62753,2756,7.5,6803
2005,"Manassas, VA",51683,64561,2461,6.8,6761
2006,"Manassas, VA",51683,69060,2642,7.4,6554
2007,"Manassas, VA",51683,73853,3070,8.9,6495
2008,"Manassas, VA",51683,68544,2972,8.7,6474
2009,"Manassas, VA",51683,66876,3234,9.0,6566
