YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Umatilla, OR",41059,29365,10813,17.0,12465
1997,"Umatilla, OR",41059,31454,10071,15.6,12446
1998,"Umatilla, OR",41059,33298,10393,15.8,12601
1999,"Umatilla, OR",41059,34310,9565,14.1,12767
2000,"Umatilla, OR",41059,35916,9210,13.6,12967
2001,"Umatilla, OR",41059,35251,9461,13.9,13032
2002,"Umatilla, OR",41059,35799,9231,13.3,12878
2003,"Umatilla, OR",41059,36790,9615,13.8,13049
2004,"Umatilla, OR",41059,38388,10405,14.9,13089
2005,"Umatilla, OR",41059,39003,10677,15.5,13226
2006,"Umatilla, OR",41059,43237,11167,16.0,13285
2007,"Umatilla, OR",41059,40773,10456,15.1,13587
2008,"Umatilla, OR",41059,44909,10576,15.2,13545
2009,"Umatilla, OR",41059,47693,11381,16.4,13551
