YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Powder River, MT",30075,26631,284,14.6,389
1997,"Powder River, MT",30075,29283,277,15.3,439
1998,"Powder River, MT",30075,27248,295,16.6,439
1999,"Powder River, MT",30075,28438,229,12.4,410
2000,"Powder River, MT",30075,29830,251,14.0,390
2001,"Powder River, MT",30075,30075,206,11.4,389
2002,"Powder River, MT",30075,27568,204,11.3,377
2003,"Powder River, MT",30075,28713,194,11.0,380
2004,"Powder River, MT",30075,30732,167,9.9,377
2005,"Powder River, MT",30075,33571,198,11.8,370
2006,"Powder River, MT",30075,33697,220,12.8,355
2007,"Powder River, MT",30075,31461,232,13.9,340
2008,"Powder River, MT",30075,36933,216,13.0,343
2009,"Powder River, MT",30075,35138,211,13.0,317
