YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Polk, GA",13233,27460,6147,17.3,6522
1997,"Polk, GA",13233,29437,6202,17.0,6826
1998,"Polk, GA",13233,31091,5635,15.4,6867
1999,"Polk, GA",13233,31467,5199,13.9,6935
2000,"Polk, GA",13233,33006,5226,13.8,6896
2001,"Polk, GA",13233,31798,5695,14.8,6888
2002,"Polk, GA",13233,32402,5674,14.5,6842
2003,"Polk, GA",13233,33296,5761,14.6,7037
2004,"Polk, GA",13233,34514,5944,15.0,7065
2005,"Polk, GA",13233,36621,6521,16.5,7112
2006,"Polk, GA",13233,37045,6188,15.5,7075
2007,"Polk, GA",13233,37814,7125,17.6,7192
2008,"Polk, GA",13233,39067,6722,16.4,7395
2009,"Polk, GA",13233,37989,9281,22.5,7454
