YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Klickitat, WA",53039,31004,2984,16.0,3847
1997,"Klickitat, WA",53039,33208,3011,15.5,3927
1998,"Klickitat, WA",53039,34575,2934,14.9,4014
1999,"Klickitat, WA",53039,34439,2954,15.4,3887
2000,"Klickitat, WA",53039,35610,2875,15.0,3849
2001,"Klickitat, WA",53039,34804,2739,14.2,3825
2002,"Klickitat, WA",53039,35642,2850,14.6,3819
2003,"Klickitat, WA",53039,36014,2869,14.5,3677
2004,"Klickitat, WA",53039,37416,2988,15.1,3423
2005,"Klickitat, WA",53039,38617,3404,17.4,3365
2006,"Klickitat, WA",53039,39521,3509,17.4,3358
2007,"Klickitat, WA",53039,42369,3134,15.7,3258
2008,"Klickitat, WA",53039,40953,3388,16.8,3254
2009,"Klickitat, WA",53039,41191,3675,18.0,3258
