YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Peoria, IL",17143,36596,24264,13.5,28791
1997,"Peoria, IL",17143,39579,24209,13.5,28353
1998,"Peoria, IL",17143,40569,23650,13.3,32942
1999,"Peoria, IL",17143,40003,22572,12.7,33160
2000,"Peoria, IL",17143,41579,21830,12.4,29204
2001,"Peoria, IL",17143,41243,21274,12.0,29239
2002,"Peoria, IL",17143,41183,22897,12.9,29149
2003,"Peoria, IL",17143,41169,23665,13.4,29006
2004,"Peoria, IL",17143,42705,23293,13.2,29566
2005,"Peoria, IL",17143,44139,22272,12.8,29391
2006,"Peoria, IL",17143,45724,24130,13.7,29340
2007,"Peoria, IL",17143,47150,23935,13.6,29305
2008,"Peoria, IL",17143,49634,26464,15.0,29217
2009,"Peoria, IL",17143,47330,29997,16.8,27826
