YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Randolph, MO",29175,25679,4008,18.0,4129
1997,"Randolph, MO",29175,27987,3712,16.8,3862
1998,"Randolph, MO",29175,29349,3107,14.1,3906
1999,"Randolph, MO",29175,30594,2689,12.0,3879
2000,"Randolph, MO",29175,31919,2922,13.0,3840
2001,"Randolph, MO",29175,30618,3097,13.8,3834
2002,"Randolph, MO",29175,30914,3260,14.3,3807
2003,"Randolph, MO",29175,32154,3094,13.5,3797
2004,"Randolph, MO",29175,33853,3540,15.3,3969
2005,"Randolph, MO",29175,33052,3838,16.7,3994
2006,"Randolph, MO",29175,34715,3796,16.4,3928
2007,"Randolph, MO",29175,36556,3926,16.9,3999
2008,"Randolph, MO",29175,37684,4143,17.8,3980
2009,"Randolph, MO",29175,33980,4838,20.9,3894
