YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Schenectady, NY",36093,37758,14455,9.8,21087
1997,"Schenectady, NY",36093,41079,15905,11.0,21529
1998,"Schenectady, NY",36093,41992,15833,11.0,21807
1999,"Schenectady, NY",36093,40873,14738,10.2,22072
2000,"Schenectady, NY",36093,42944,13555,9.5,22082
2001,"Schenectady, NY",36093,42329,13934,9.7,22226
2002,"Schenectady, NY",36093,43308,14300,9.9,22329
2003,"Schenectady, NY",36093,43321,16785,11.6,22195
2004,"Schenectady, NY",36093,44819,17163,11.7,23231
2005,"Schenectady, NY",36093,45461,17044,11.9,23352
2006,"Schenectady, NY",36093,51015,15489,10.6,23641
2007,"Schenectady, NY",36093,53182,16264,11.1,27096
2008,"Schenectady, NY",36093,53404,17072,11.6,26974
2009,"Schenectady, NY",36093,52675,17191,11.6,26733
