YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Sherman, KS",20181,28364,892,13.4,1257
1997,"Sherman, KS",20181,30801,995,15.3,1272
1998,"Sherman, KS",20181,32191,914,14.1,1266
1999,"Sherman, KS",20181,32614,901,13.4,1217
2000,"Sherman, KS",20181,33946,825,12.6,1202
2001,"Sherman, KS",20181,32405,877,13.8,1198
2002,"Sherman, KS",20181,30698,868,13.9,1174
2003,"Sherman, KS",20181,30368,805,13.0,1124
2004,"Sherman, KS",20181,30402,846,13.8,1021
2005,"Sherman, KS",20181,32346,866,14.4,1014
2006,"Sherman, KS",20181,33340,948,16.1,1049
2007,"Sherman, KS",20181,35894,882,15.0,1020
2008,"Sherman, KS",20181,39299,825,13.9,976
2009,"Sherman, KS",20181,38536,924,16.0,940
