YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Volusia, FL",12127,28253,60255,14.8,53972
1997,"Volusia, FL",12127,29843,58694,14.2,56788
1998,"Volusia, FL",12127,31269,54218,12.9,58004
1999,"Volusia, FL",12127,33016,49698,11.5,59310
2000,"Volusia, FL",12127,35278,48592,11.1,59851
2001,"Volusia, FL",12127,34740,53932,12.1,60688
2002,"Volusia, FL",12127,35010,55672,12.2,61517
2003,"Volusia, FL",12127,36038,56626,12.2,62599
2004,"Volusia, FL",12127,37247,53524,11.2,64089
2005,"Volusia, FL",12127,38457,54854,11.6,65281
2006,"Volusia, FL",12127,40857,62089,12.9,65627
2007,"Volusia, FL",12127,42268,68393,14.1,65867
2008,"Volusia, FL",12127,45831,62490,12.9,64488
2009,"Volusia, FL",12127,41390,73142,15.2,63018
