YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,GEORGIA,13000,33623,1136374,15.6,1235304
1997,GEORGIA,13000,36372,1113562,14.7,1311126
1998,GEORGIA,13000,37826,1087118,14.1,1346761
1999,GEORGIA,13000,39910,1013862,12.7,1375980
2000,GEORGIA,13000,42057,1006329,12.3,1401291
2001,GEORGIA,13000,42006,1058513,12.7,1428570
2002,GEORGIA,13000,42359,1107209,13.0,1450403
2003,GEORGIA,13000,42421,1152089,13.3,1475757
2004,GEORGIA,13000,42679,1217686,13.7,1522611
2005,GEORGIA,13000,45564,1271409,14.5,1553437
2006,GEORGIA,13000,46808,1340255,14.8,1598461
2007,GEORGIA,13000,49080,1329161,14.3,1629157
2008,GEORGIA,13000,50834,1388959,14.7,1649589
2009,GEORGIA,13000,47469,1585116,16.6,1655792
