YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Mineral, CO",8079,28268,45,6.6,103
1997,"Mineral, CO",8079,29810,92,12.9,129
1998,"Mineral, CO",8079,32453,82,11.1,150
1999,"Mineral, CO",8079,34243,91,10.9,147
2000,"Mineral, CO",8079,36124,102,12.4,158
2001,"Mineral, CO",8079,35306,90,10.4,153
2002,"Mineral, CO",8079,34694,93,10.5,163
2003,"Mineral, CO",8079,36935,89,9.5,155
2004,"Mineral, CO",8079,39725,84,9.0,177
2005,"Mineral, CO",8079,40134,94,10.1,158
2006,"Mineral, CO",8079,42228,93,10.0,149
2007,"Mineral, CO",8079,44031,89,9.3,136
2008,"Mineral, CO",8079,46394,100,10.4,123
2009,"Mineral, CO",8079,43172,96,10.5,115
