YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Slope, ND",38087,20561,113,13.3,53
1997,"Slope, ND",38087,22759,114,12.6,38
1998,"Slope, ND",38087,23406,157,17.4,47
1999,"Slope, ND",38087,24412,126,16.2,46
2000,"Slope, ND",38087,27927,105,13.7,41
2001,"Slope, ND",38087,25997,142,18.9,30
2002,"Slope, ND",38087,22954,126,16.6,35
2003,"Slope, ND",38087,27411,83,11.0,28
2004,"Slope, ND",38087,31723,70,9.6,28
2005,"Slope, ND",38087,30729,85,12.0,16
2006,"Slope, ND",38087,31321,99,14.0,13
2007,"Slope, ND",38087,30669,80,12.2,16
2008,"Slope, ND",38087,38040,78,11.6,16
2009,"Slope, ND",38087,32265,85,13.1,14
