YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Rio Arriba, NM",35039,24534,9021,23.7,7114
1997,"Rio Arriba, NM",35039,25036,8604,22.5,7222
1998,"Rio Arriba, NM",35039,26333,8425,21.8,6914
1999,"Rio Arriba, NM",35039,28075,7862,19.1,6918
2000,"Rio Arriba, NM",35039,29279,7460,18.3,6917
2001,"Rio Arriba, NM",35039,29309,7410,18.3,7571
2002,"Rio Arriba, NM",35039,30557,7165,17.7,7624
2003,"Rio Arriba, NM",35039,32468,7256,17.9,7614
2004,"Rio Arriba, NM",35039,32935,7354,18.1,6483
2005,"Rio Arriba, NM",35039,34364,8500,21.1,6242
2006,"Rio Arriba, NM",35039,36887,8680,21.4,6193
2007,"Rio Arriba, NM",35039,37260,8557,21.2,6550
2008,"Rio Arriba, NM",35039,38578,6954,17.2,6526
2009,"Rio Arriba, NM",35039,39723,7630,18.9,6305
