YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,NEBRASKA,31000,32176,159645,9.8,285097
1997,NEBRASKA,31000,35337,158962,9.6,289744
1998,NEBRASKA,31000,37233,169986,10.3,291967
1999,NEBRASKA,31000,38668,162806,9.7,292681
2000,NEBRASKA,31000,40429,148821,8.9,291140
2001,NEBRASKA,31000,41091,156604,9.3,288261
2002,NEBRASKA,31000,41130,169922,10.0,286199
2003,NEBRASKA,31000,41984,170355,10.0,285095
2004,NEBRASKA,31000,42166,172162,10.0,285542
2005,NEBRASKA,31000,43675,186436,11.0,285769
2006,NEBRASKA,31000,45369,194595,11.3,286646
2007,NEBRASKA,31000,47072,190463,11.1,287580
2008,NEBRASKA,31000,49731,186480,10.8,291244
2009,NEBRASKA,31000,47470,212312,12.2,292590
