YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Jasper, MS",28061,22278,3947,22.3,3271
1997,"Jasper, MS",28061,23612,3535,19.8,3253
1998,"Jasper, MS",28061,24173,3390,18.4,3248
1999,"Jasper, MS",28061,24143,3430,18.9,3223
2000,"Jasper, MS",28061,25396,3418,18.7,3242
2001,"Jasper, MS",28061,24841,3658,20.1,3148
2002,"Jasper, MS",28061,25030,3775,20.7,3089
2003,"Jasper, MS",28061,25812,3736,20.8,3008
2004,"Jasper, MS",28061,26534,3854,21.3,3008
2005,"Jasper, MS",28061,28479,4122,23.0,2946
2006,"Jasper, MS",28061,27837,4249,23.6,2945
2007,"Jasper, MS",28061,30351,3425,19.2,2937
2008,"Jasper, MS",28061,30950,3793,21.0,2813
2009,"Jasper, MS",28061,29822,3849,21.7,2757
