YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Gallatin, IL",17059,22820,1270,19.0,1005
1997,"Gallatin, IL",17059,26278,1257,19.1,1036
1998,"Gallatin, IL",17059,27892,1157,17.7,1220
1999,"Gallatin, IL",17059,27047,1091,16.9,1188
2000,"Gallatin, IL",17059,28229,1102,17.6,1009
2001,"Gallatin, IL",17059,27974,932,15.1,1022
2002,"Gallatin, IL",17059,27861,992,16.0,1020
2003,"Gallatin, IL",17059,28281,976,15.8,996
2004,"Gallatin, IL",17059,29997,988,16.1,945
2005,"Gallatin, IL",17059,29780,1146,18.9,906
2006,"Gallatin, IL",17059,30848,1168,19.1,915
2007,"Gallatin, IL",17059,33799,1187,19.9,906
2008,"Gallatin, IL",17059,34580,1104,18.6,833
2009,"Gallatin, IL",17059,34319,1091,19.3,802
