YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Caribou, ID",16029,39567,687,9.2,2269
1997,"Caribou, ID",16029,42574,714,9.6,2176
1998,"Caribou, ID",16029,42322,749,10.1,2108
1999,"Caribou, ID",16029,39063,754,10.3,1996
2000,"Caribou, ID",16029,40538,712,9.7,1963
2001,"Caribou, ID",16029,40494,733,10.2,1883
2002,"Caribou, ID",16029,40538,719,10.1,1855
2003,"Caribou, ID",16029,41219,718,10.0,1801
2004,"Caribou, ID",16029,42210,716,10.1,1711
2005,"Caribou, ID",16029,42289,782,11.1,1676
2006,"Caribou, ID",16029,43219,770,11.1,1607
2007,"Caribou, ID",16029,48066,718,10.6,1584
2008,"Caribou, ID",16029,50040,737,10.9,1550
2009,"Caribou, ID",16029,51060,747,10.9,1507
