YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Mason, TX",48319,19481,798,22.1,641
1997,"Mason, TX",48319,22164,730,19.9,689
1998,"Mason, TX",48319,22701,720,19.8,653
1999,"Mason, TX",48319,28560,592,15.9,628
2000,"Mason, TX",48319,30418,655,17.5,596
2001,"Mason, TX",48319,29795,662,17.8,609
2002,"Mason, TX",48319,30851,583,15.6,605
2003,"Mason, TX",48319,32263,542,14.2,602
2004,"Mason, TX",48319,33929,474,12.3,613
2005,"Mason, TX",48319,34754,530,13.8,603
2006,"Mason, TX",48319,36511,602,15.6,627
2007,"Mason, TX",48319,37846,560,14.5,583
2008,"Mason, TX",48319,39217,536,13.9,606
2009,"Mason, TX",48319,36965,650,16.5,634
