YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Leavenworth, KS",20103,40486,5585,9.0,12270
1997,"Leavenworth, KS",20103,44056,5950,9.5,12250
1998,"Leavenworth, KS",20103,45823,5626,8.9,12195
1999,"Leavenworth, KS",20103,46037,5386,8.6,12165
2000,"Leavenworth, KS",20103,48525,4763,7.5,12023
2001,"Leavenworth, KS",20103,48749,5208,8.0,12358
2002,"Leavenworth, KS",20103,50083,5317,8.1,12400
2003,"Leavenworth, KS",20103,50659,5510,8.3,12544
2004,"Leavenworth, KS",20103,51459,5868,8.7,12650
2005,"Leavenworth, KS",20103,54321,5258,7.9,12513
2006,"Leavenworth, KS",20103,55141,6381,9.5,12560
2007,"Leavenworth, KS",20103,58850,5504,8.2,12882
2008,"Leavenworth, KS",20103,60218,5616,8.3,12701
2009,"Leavenworth, KS",20103,57691,6521,9.5,12981
