YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Saline, NE",31151,31442,948,7.7,2603
1997,"Saline, NE",31151,35541,971,7.9,2691
1998,"Saline, NE",31151,36926,1137,9.1,2688
1999,"Saline, NE",31151,36296,1085,8.3,2679
2000,"Saline, NE",31151,37323,1029,7.8,2702
2001,"Saline, NE",31151,37311,1123,8.5,2651
2002,"Saline, NE",31151,38083,1185,8.8,2686
2003,"Saline, NE",31151,39633,1122,8.3,2639
2004,"Saline, NE",31151,41876,1128,8.4,2674
2005,"Saline, NE",31151,42252,1198,9.0,2671
2006,"Saline, NE",31151,42651,1201,9.0,2678
2007,"Saline, NE",31151,45645,1216,9.4,3079
2008,"Saline, NE",31151,46707,1263,9.8,3142
2009,"Saline, NE",31151,45721,1338,10.3,2855
