YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Tipton, TN",47167,32279,6952,15.3,9429
1997,"Tipton, TN",47167,32845,6737,14.1,10138
1998,"Tipton, TN",47167,34881,6312,12.9,10252
1999,"Tipton, TN",47167,38664,6051,11.9,10357
2000,"Tipton, TN",47167,41025,6125,11.8,10636
2001,"Tipton, TN",47167,40637,6146,11.7,10698
2002,"Tipton, TN",47167,41121,6273,11.7,10783
2003,"Tipton, TN",47167,41951,6227,11.5,10979
2004,"Tipton, TN",47167,44137,7151,12.9,11153
2005,"Tipton, TN",47167,49191,7214,13.1,11338
2006,"Tipton, TN",47167,46084,9220,16.4,11576
2007,"Tipton, TN",47167,49893,9334,16.5,12030
2008,"Tipton, TN",47167,47850,7893,13.7,12060
2009,"Tipton, TN",47167,50557,9244,15.8,12055
