YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Cape Girardeau, MO",29031,33204,7424,11.6,9108
1997,"Cape Girardeau, MO",29031,36264,7476,11.6,9381
1998,"Cape Girardeau, MO",29031,38245,6998,10.7,9406
1999,"Cape Girardeau, MO",29031,37319,6871,10.4,9567
2000,"Cape Girardeau, MO",29031,38282,6452,9.7,9622
2001,"Cape Girardeau, MO",29031,37535,6899,10.4,9661
2002,"Cape Girardeau, MO",29031,37875,7196,10.7,9680
2003,"Cape Girardeau, MO",29031,38904,7590,11.2,9709
2004,"Cape Girardeau, MO",29031,40024,8787,12.9,9690
2005,"Cape Girardeau, MO",29031,39912,10407,15.4,9624
2006,"Cape Girardeau, MO",29031,40859,10413,15.2,9625
2007,"Cape Girardeau, MO",29031,45262,8885,12.8,9658
2008,"Cape Girardeau, MO",29031,45534,9448,13.5,9673
2009,"Cape Girardeau, MO",29031,44416,10481,14.8,9659
