YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Beaufort, SC",45013,35995,13639,13.7,13834
1997,"Beaufort, SC",45013,38867,13586,13.0,14180
1998,"Beaufort, SC",45013,40220,13169,12.3,14699
1999,"Beaufort, SC",45013,43516,13087,11.4,15185
2000,"Beaufort, SC",45013,46486,12335,10.3,15531
2001,"Beaufort, SC",45013,45469,14103,11.6,17855
2002,"Beaufort, SC",45013,45822,14201,11.3,17949
2003,"Beaufort, SC",45013,46634,14214,11.1,18182
2004,"Beaufort, SC",45013,48577,15110,11.4,18328
2005,"Beaufort, SC",45013,49638,15160,11.5,19113
2006,"Beaufort, SC",45013,51209,16131,11.9,18988
2007,"Beaufort, SC",45013,54209,14709,10.4,19239
2008,"Beaufort, SC",45013,55897,14609,10.1,19521
2009,"Beaufort, SC",45013,54085,17953,12.0,19353
