YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Pennington, SD",46103,33779,11962,13.6,19074
1997,"Pennington, SD",46103,34507,12570,14.3,18696
1998,"Pennington, SD",46103,34924,11611,13.1,18221
1999,"Pennington, SD",46103,36130,10757,12.3,17959
2000,"Pennington, SD",46103,38476,10278,11.6,17578
2001,"Pennington, SD",46103,37760,10583,11.8,17392
2002,"Pennington, SD",46103,37728,11332,12.5,17054
2003,"Pennington, SD",46103,39156,11980,13.1,16987
2004,"Pennington, SD",46103,40624,12929,14.0,16812
2005,"Pennington, SD",46103,41912,12400,13.7,16914
2006,"Pennington, SD",46103,43442,14018,15.2,16249
2007,"Pennington, SD",46103,44296,11675,12.4,16375
2008,"Pennington, SD",46103,46887,12987,13.5,16559
2009,"Pennington, SD",46103,46972,13863,14.1,16956
