YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Rice, KS",20159,27804,1357,13.6,1982
1997,"Rice, KS",20159,32195,1318,13.3,2036
1998,"Rice, KS",20159,33931,1295,13.3,2068
1999,"Rice, KS",20159,34949,1193,12.0,2061
2000,"Rice, KS",20159,36226,1050,10.8,2001
2001,"Rice, KS",20159,34987,1151,11.9,2017
2002,"Rice, KS",20159,34149,1192,12.4,1935
2003,"Rice, KS",20159,34095,1125,11.7,1943
2004,"Rice, KS",20159,36158,1175,12.2,1922
2005,"Rice, KS",20159,37176,1314,13.8,1900
2006,"Rice, KS",20159,40313,1214,12.9,1918
2007,"Rice, KS",20159,43834,1024,11.2,1932
2008,"Rice, KS",20159,43158,1159,12.7,1807
2009,"Rice, KS",20159,43617,1117,12.2,1779
