YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Gloucester, NJ",34015,46855,17106,7.0,40925
1997,"Gloucester, NJ",34015,49279,18399,7.4,42254
1998,"Gloucester, NJ",34015,50868,17545,7.0,0
1999,"Gloucester, NJ",34015,51670,15746,6.2,43436
2000,"Gloucester, NJ",34015,54431,15054,5.9,43886
2001,"Gloucester, NJ",34015,53632,15149,5.9,44215
2002,"Gloucester, NJ",34015,55416,15650,5.9,45035
2003,"Gloucester, NJ",34015,56979,17997,6.7,46210
2004,"Gloucester, NJ",34015,59516,17015,6.2,50299
2005,"Gloucester, NJ",34015,63616,17654,6.5,48484
2006,"Gloucester, NJ",34015,66067,18665,6.7,48954
2007,"Gloucester, NJ",34015,70119,21478,7.6,49681
2008,"Gloucester, NJ",34015,70273,19438,6.9,49643
2009,"Gloucester, NJ",34015,69928,21878,7.7,49781
