YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Hidalgo, NM",35023,28048,1435,22.5,1414
1997,"Hidalgo, NM",35023,28400,1393,22.6,1480
1998,"Hidalgo, NM",35023,27884,1443,22.4,1531
1999,"Hidalgo, NM",35023,23981,1496,25.5,1530
2000,"Hidalgo, NM",35023,24689,1355,25.2,1471
2001,"Hidalgo, NM",35023,23949,1428,27.3,1331
2002,"Hidalgo, NM",35023,22701,1292,25.0,1185
2003,"Hidalgo, NM",35023,22451,1205,23.6,1126
2004,"Hidalgo, NM",35023,23702,1077,21.2,1040
2005,"Hidalgo, NM",35023,25039,1354,26.9,1040
2006,"Hidalgo, NM",35023,27484,1281,25.7,992
2007,"Hidalgo, NM",35023,28703,1164,24.0,984
2008,"Hidalgo, NM",35023,34236,1025,21.3,958
2009,"Hidalgo, NM",35023,30153,1170,23.6,939
