YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Yuba, CA",6115,24960,13964,22.8,13588
1997,"Yuba, CA",6115,26842,15181,25.5,13564
1998,"Yuba, CA",6115,27631,13697,23.1,13697
1999,"Yuba, CA",6115,29007,11598,19.6,13326
2000,"Yuba, CA",6115,30954,11550,19.3,13173
2001,"Yuba, CA",6115,29927,11387,18.7,15804
2002,"Yuba, CA",6115,30860,11075,17.8,13547
2003,"Yuba, CA",6115,32759,10593,16.7,14141
2004,"Yuba, CA",6115,34493,10263,15.6,14786
2005,"Yuba, CA",6115,35786,11196,17.1,15031
2006,"Yuba, CA",6115,37558,13114,19.0,15350
2007,"Yuba, CA",6115,40602,13551,19.2,13686
2008,"Yuba, CA",6115,46715,11931,16.6,13907
2009,"Yuba, CA",6115,40947,13986,19.5,14341
