YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Union, FL",12125,27882,1670,19.4,2044
1997,"Union, FL",12125,29968,2054,23.2,2189
1998,"Union, FL",12125,31996,1790,19.7,2317
1999,"Union, FL",12125,32242,1571,16.8,2314
2000,"Union, FL",12125,33779,1881,19.9,2339
2001,"Union, FL",12125,32811,2042,21.4,2335
2002,"Union, FL",12125,32429,2081,21.3,2228
2003,"Union, FL",12125,32757,1761,18.0,2130
2004,"Union, FL",12125,33821,1770,18.2,2171
2005,"Union, FL",12125,35592,1962,20.3,2204
2006,"Union, FL",12125,37740,1900,19.4,2290
2007,"Union, FL",12125,41124,2070,21.5,2265
2008,"Union, FL",12125,42734,2294,23.6,2296
2009,"Union, FL",12125,38077,2612,26.5,2315
